DATA ZAWARCIA TRANSAKCJI,MIASTO,DZIELNICA,ULICA,RODZAJ RYNKU,CENA NABYCIA,POWIERZCHNIA MIESZKANIA,CENA ZA 1 MKW,POŁOŻENIE NA KONDYGNACJI,OBECNOŚĆ MIEJSCA PARKINGOWEGO,STANDARD,ROK BUDOWY,ROK BUDOWY
2017 03 20,Gdynia, Wielki Kack,Myśliwska,RYNEK WTÓRNY,430000,95.84,5516.19365609349,5,GARAŻ JEDNOSTANOWISKOWY,PRZECIĘTNY,40-50,1
2018 05 10,Gdynia, Wzgórze Św. Maksymiliana,Wojewody Wachowiaka,RYNEK WTÓRNY,173000,24.16,8871.19205298013,2,BRAK MP,DOBRY,60-70,1
2017 03 21,Gdynia, Chylonia,Lubawska,RYNEK WTÓRNY,166000,41.75,5302.99401197605,3,BRAK MP,PRZECIĘTNY,80,2
2017 03 21,Gdynia, Obłuże,Turkusowa,RYNEK WTÓRNY,367000,70.85,6290.47282992237,6,BRAK MP,PRZECIĘTNY,80,2
2017 03 21,Gdynia, Wielki Kack,Myśliwska,RYNEK WTÓRNY,473500,86.53,6526.33768635155,3,BRAK MP,PRZECIĘTNY,40-50,1
2017 03 21,Gdynia, Wielki Kack,Górnicza,RYNEK WTÓRNY,270000,72.09,4850.49244000555,1,BRAK MP,PRZECIĘTNY,40-50,1
2017 03 22,Gdynia, Witomino,Wielkokacka,RYNEK WTÓRNY,140000,44.35,4452.76211950395,9,BRAK MP,NISKI,70-80,2
2017 03 22,Gdynia, Chwarzno-Wiczlino,Kańskiego,RYNEK WTÓRNY,620000,80.35,8790.0435594275,3,BRAK MP,DOBRY,2015,3
2017 03 22,Gdynia, Mały Kack,Strzelców,RYNEK WTÓRNY,310000,50.35,7393.84309831182,3,BRAK MP,DOBRY,2010-2015,3
2017 03 22,Gdynia, Obłuże,Kpt. Kosko,RYNEK WTÓRNY,200000,69.38,3999.7693859902,1,BRAK MP,NISKI,80,2
2017 03 22,Gdynia, Karwiny,Porazińskiej,RYNEK WTÓRNY,460000,74.29,7288.08722573698,1,MIEJSCE NAZIEMNE,DOBRY,70-80,2
2017 03 22,Gdynia, Obłuże,Podgórska,RYNEK WTÓRNY,240000,52.41,5799.04598359092,5,BRAK MP,PRZECIĘTNY,80,2
2017 03 22,Gdynia, Wielki Kack,Gryfa Pomorskiego,RYNEK WTÓRNY,510000,90.35,6688.21250691754,3,GARAŻ JEDNOSTANOWISKOWY,PRZECIĘTNY,40-50,1
2017 03 23,Gdynia, Obłuże,Romanowskiego,RYNEK WTÓRNY,260000,78.65,4385.50540368722,3,BRAK MP,NISKI,80,2
2017 03 23,Gdynia, Oksywie,Podchorążych,RYNEK WTÓRNY,283000,66.75,5369.28838951311,1,BRAK MP,PRZECIĘTNY,80,2
2017 03 23,Gdynia, Oksywie,Gen. Wittekówny,RYNEK WTÓRNY,518400,74.14,8088.91286754788,8,BRAK MP,DOBRY,2012,3
2017 03 23,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,648148.15,74.07,9847.49763737006,5,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,40-50,1
2017 03 23,Sopot, Sopot,23 Marca,RYNEK WTÓRNY,250000,41.75,7314.97005988024,7,BRAK MP,DOBRY,70-80,2
2017 03 24,Sopot, Sopot,23 Marca,RYNEK WTÓRNY,1025000,92.55,12112.8038897893,1,BRAK MP,BARDZO DOBRY,2010,3
2017 03 24,Gdynia, Orłowo,Architektów,RYNEK PIERWOTNY,438888.89,50.15,9990.20717846461,2,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 03 24,Gdynia, Działki Leśne,Warszawska,RYNEK WTÓRNY,430000,69.35,7317.66402307138,5,BRAK MP,DOBRY,50-60,1
2017 03 24,Gdynia, Obłuże,Podgórska,RYNEK WTÓRNY,185000,56.35,4473.4693877551,3,BRAK MP,NISKI,80,2
2017 03 24,Gdynia, Redłowo,Powstania Wielkopolskiego,RYNEK PIERWOTNY,417800,80.67,6251.84083302343,1,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,70-80,2
2017 03 27,Gdynia, Mały Kack,Strzelców,RYNEK PIERWOTNY,480212.35,78.4,7205.76977040816,1,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 07 10,Gdynia, Wzgórze Św. Maksymiliana,Bp. Dominika,RYNEK WTÓRNY,238000,32.32,8844.55445544555,5,BRAK MP,DOBRY,60-70,1
2017 03 27,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,420000,70.75,7047.34982332156,3,BRAK MP,DOBRY,70-80,2
2017 03 27,Gdynia, Wielki Kack,Górnicza,RYNEK WTÓRNY,490000,67.15,8424.7207743857,1,GARAŻ JEDNOSTANOWISKOWY,DOBRY,2001,3
2017 03 27,Gdynia, Pogórze,Żelazna,RYNEK WTÓRNY,261500,70.55,4818.42664776754,5,BRAK MP,PRZECIĘTNY,80,2
2017 03 27,Gdynia, Cisowa,Morska,RYNEK WTÓRNY,235000,48.65,6082.63103802672,2,BRAK MP,PRZECIĘTNY,80,2
2017 03 27,Gdynia, Cisowa,Chylońska,RYNEK WTÓRNY,187000,43.75,5577.14285714286,3,BRAK MP,PRZECIĘTNY,80,2
2017 03 27,Gdynia, Pustki Cisowskie,Chabrowa,RYNEK WTÓRNY,260000,56.31,5807.99147575919,1,BRAK MP,PRZECIĘTNY,40-50,1
2017 03 27,Gdynia, Dąbrowa,Gorczycowa,RYNEK WTÓRNY,495000,93.15,6350.18786902845,6,BRAK MP,PRZECIĘTNY,40-50,1
2017 03 27,Gdynia, Obłuże,Benisławskiego,RYNEK WTÓRNY,244000,54.55,5676.2603116407,4,BRAK MP,PRZECIĘTNY,80,2
2017 03 27,Gdynia, Obłuże,Jantarowa,RYNEK WTÓRNY,410000,67.25,7223.79182156134,1,BRAK MP,DOBRY,2010,3
2017 03 27,Gdynia, Pustki Cisowskie,Jastrzębia,RYNEK WTÓRNY,280000,67.12,5299.40405244339,1,BRAK MP,PRZECIĘTNY,80,2
2017 03 27,Gdynia, Śródmieście z Portem,Abrahama,RYNEK WTÓRNY,928703.7,109.27,9500.50059485678,5,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,40-50,1
2017 03 28,Gdynia, Kamienna Góra,I Armii Wojska Polskiego,RYNEK WTÓRNY,720000,83.95,9638.59440142942,3,BRAK MP,BARDZO DOBRY,30-40,1
2017 03 28,Gdynia, Grabówek,Demela,RYNEK WTÓRNY,565000,85.55,7661.4845119813,3,MIEJSCE NAZIEMNE,DOBRY,2010,3
2017 03 28,Gdynia, Kamienna Góra,Bema,RYNEK WTÓRNY,375000,49.08,8888.83455582722,3,BRAK MP,DOBRY,30-40,1
2017 03 28,Gdynia, Redłowo,Korczaka,RYNEK WTÓRNY,640000,86.25,8475.36231884058,7,BRAK MP,DOBRY,70-80,2
2017 03 28,Gdynia, Śródmieście z Portem,Wójta Radtkego,RYNEK WTÓRNY,327500,51.6,7573.25581395349,4,BRAK MP,DOBRY,40-50,1
2017 03 28,Gdynia, Pustki Cisowskie,Jaśminowa,RYNEK WTÓRNY,255000,50.1,6328.94211576846,4,BRAK MP,PRZECIĘTNY,80,2
2017 03 28,Gdynia, Cisowa,Kurpińskiego,RYNEK WTÓRNY,220000,50.1,5630.33932135729,3,BRAK MP,PRZECIĘTNY,80,2
2017 03 29,Gdynia, Śródmieście z Portem,Władysława IV,RYNEK WTÓRNY,310000,54.62,6878.35957524716,2,BRAK MP,PRZECIĘTNY,40-50,1
2017 03 29,Gdynia, Witomino,Narcyzowa,RYNEK WTÓRNY,250000,57.25,5551.09170305677,3,BRAK MP,PRZECIĘTNY,70-80,2
2017 03 29,Gdynia, Obłuże,Maciejewicza,RYNEK WTÓRNY,250000,64.55,5013.78776142525,3,BRAK MP,PRZECIĘTNY,80,2
2017 03 29,Gdynia, Dąbrowa,Rdestowa,RYNEK WTÓRNY,304000,71.94,5331.55407283848,5,BRAK MP,PRZECIĘTNY,2010,3
2017 03 29,Gdynia, Dąbrowa,Łanowa,RYNEK PIERWOTNY,339837.4,80.29,5306.63096275999,2,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 03 30,Sopot, Sopot,Bitwy Pod Płowcami,RYNEK WTÓRNY,1435000,132.65,11783.79193366,4,BRAK MP,BARDZO DOBRY,40-50,1
2017 03 30,Gdynia, Śródmieście z Portem,Armii Krajowej,RYNEK WTÓRNY,315000,67.66,5780.78628436299,6,BRAK MP,PRZECIĘTNY,40-50,1
2017 03 30,Gdynia, Śródmieście z Portem,Batorego,RYNEK WTÓRNY,375000,66.85,6738.66866118175,1,BRAK MP,PRZECIĘTNY,40-50,1
2017 03 30,Gdynia, Grabówek,Kaczmarskiego,RYNEK WTÓRNY,549000,74.45,8469.57689724647,5,MIEJSCE NAZIEMNE,DOBRY,2010,3
2017 11 24,Gdynia, Wzgórze Św. Maksymiliana,Redłowska,RYNEK WTÓRNY,410000,53.75,8837.20930232558,4,BRAK MP,DOBRY,60-70,1
2017 03 30,Gdynia, Śródmieście z Portem,Pl. Kaszubski,RYNEK WTÓRNY,630000,65.25,10792.337164751,7,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,BARDZO DOBRY,2015,3
2017 03 31,Gdynia, Orłowo,Bernadowska,RYNEK PIERWOTNY,554673.15,77.15,8274.70058327933,3,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 03 31,Gdynia, Chwarzno-Wiczlino,Kamrowskiego,RYNEK WTÓRNY,460000,66.15,8086.470143613,1,BRAK MP,DOBRY,2015,3
2017 03 31,Gdynia, Oksywie,Czwartaków,RYNEK WTÓRNY,340000,102.85,4319.68886728245,4,BRAK MP,NISKI,80,2
2017 03 31,Sopot, Sopot,Grottgera,RYNEK WTÓRNY,850000,110.1,8720.07266121708,1,BRAK MP,DOBRY,40-50,1
2016 11 08,Gdynia, Orłowo,Inżynierska,RYNEK WTÓRNY,400000,126.15,4145.22393975426,1,BRAK MP,NISKI,40-50,1
2017 03 31,Gdynia, Pustki Cisowskie,Jastrzębia,RYNEK WTÓRNY,350000,67.53,6308.66281652599,2,BRAK MP,PRZECIĘTNY,80,2
2017 03 31,Gdynia, Wielki Kack,Myśliwska,RYNEK WTÓRNY,350000,67.12,6342.31227651967,4,BRAK MP,PRZECIĘTNY,40-50,1
2017 03 31,Gdynia, Wielki Kack,Damroki,RYNEK WTÓRNY,350000,77.11,5624.2770068733,1,BRAK MP,PRZECIĘTNY,40-50,1
2017 03 31,Gdynia, Witomino,Wielkokacka,RYNEK WTÓRNY,290000,56.55,6317.24137931035,1,BRAK MP,PRZECIĘTNY,70-80,2
2017 04 03,Gdynia, Redłowo,Redłowska,RYNEK WTÓRNY,518000,78.87,7646.70977558007,4,BRAK MP,DOBRY,70-80,2
2017 04 03,Gdynia, Dąbrowa,Słonecznikowa,RYNEK WTÓRNY,472000,98.45,5817.77552056882,3,BRAK MP,PRZECIĘTNY,40-50,1
2017 11 09,Gdynia, Wzgórze Św. Maksymiliana,Chopina,RYNEK WTÓRNY,314000,41.97,8805.71837026448,4,BRAK MP,DOBRY,60-70,1
2017 04 04,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,720000,66.34,11984.8055471812,9,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,BARDZO DOBRY,2010,3
2017 04 04,Sopot, Sopot,Niepodległości Al.,RYNEK WTÓRNY,729500,69.31,11642.5912566729,2,BRAK MP,BARDZO DOBRY,60-70,1
2017 04 05,Gdynia, Kamienna Góra,I Armii Wojska Polskiego,RYNEK PIERWOTNY,958333.33,82.19,12727.6472806911,5,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 04 05,Sopot, Sopot,Andersa,RYNEK WTÓRNY,1035000,109.9,10417.8343949045,2,BRAK MP,BARDZO DOBRY,40-50,1
2017 04 05,Gdynia, Śródmieście z Portem,Św. Wojciecha,RYNEK WTÓRNY,320000,55.55,6956.61566156616,7,BRAK MP,DOBRY,40-50,1
2017 04 05,Gdynia, Chwarzno-Wiczlino,Jachtowa,RYNEK PIERWOTNY,416666.67,115.03,4613.49795705468,1,MIEJSCE NAZIEMNE,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 04 05,Gdynia, Grabówek,Curie - Skłodowskiej,RYNEK WTÓRNY,416000,77.95,6418.98652982681,2,BRAK MP,PRZECIĘTNY,2010,3
2017 04 05,Gdynia, Obłuże,Jantarowa,RYNEK WTÓRNY,380000,83.35,5623.03539292142,3,BRAK MP,PRZECIĘTNY,80,2
2017 04 05,Gdynia, Wielki Kack,Gryfa Pomorskiego,RYNEK WTÓRNY,367000,69.05,6433.59884141926,2,GARAŻ JEDNOSTANOWISKOWY,PRZECIĘTNY,40-50,1
2017 04 05,Gdynia, Witomino,Łąkowa,RYNEK WTÓRNY,690000,110.05,7269.78646069968,1,BRAK MP,DOBRY,70-80,2
2017 04 06,Gdynia, Mały Kack,Leśna,RYNEK WTÓRNY,392500,52.49,8696.7422366165,3,BRAK MP,DOBRY,2010-2015,3
2017 04 06,Gdynia, Mały Kack,Olgierda,RYNEK WTÓRNY,380000,66.65,6831.50787696924,2,BRAK MP,PRZECIĘTNY,2010-2015,3
2017 04 06,Gdynia, Śródmieście z Portem,Pułaskiego,RYNEK WTÓRNY,416000,65.92,7444.41747572816,3,BRAK MP,DOBRY,40-50,1
2017 04 06,Gdynia, Pogórze,Kmdr Staniewicza,RYNEK WTÓRNY,310000,66.65,5781.24531132783,5,BRAK MP,PRZECIĘTNY,80,2
2017 04 06,Gdynia, Witomino,Wielkokacka,RYNEK WTÓRNY,389000,63.35,7287.76637726914,2,BRAK MP,DOBRY,70-80,2
2017 04 07,Sopot, Sopot,Armii Krajowej,RYNEK WTÓRNY,1150000,84.58,14656.7037124616,4,BRAK MP,WYSOKI,2010,3
2017 04 07,Sopot, Sopot,Niepodległości Al.,RYNEK WTÓRNY,465000,45.95,11398.4766050054,3,BRAK MP,BARDZO DOBRY,60-70,1
2017 04 07,Gdynia, Mały Kack,Strzelców,RYNEK WTÓRNY,357000,47.25,8821.16402116402,3,BRAK MP,DOBRY,2010-2015,3
2017 04 07,Gdynia, Orłowo,Bernadowska,RYNEK PIERWOTNY,469776,54.51,9821.75747569253,1,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 04 07,Gdynia, Kamienna Góra,Marszałka Piłsudskiego Al.,RYNEK WTÓRNY,545000,80.61,7833.86676590994,1,BRAK MP,DOBRY,70-80,2
2018 07 09,Gdynia, Orłowo,Inżynierska,RYNEK WTÓRNY,560000,97.35,6778.42835130971,2,BRAK MP,PRZECIĘTNY,40-50,1
2017 04 07,Gdynia, Pustki Cisowskie,Chabrowa,RYNEK WTÓRNY,490000,103.33,5754.99854834027,4,BRAK MP,PRZECIĘTNY,40-50,1
2017 04 10,Sopot, Sopot,Skłodowskiej Curie,RYNEK WTÓRNY,880000,86.38,11242.2319981477,1,BRAK MP,BARDZO DOBRY,30,1
2017 04 10,Gdynia, Śródmieście z Portem,Abrahama,RYNEK WTÓRNY,460000,81.76,6695.30332681018,3,MIEJSCE NAZIEMNE,PRZECIĘTNY,40-50,1
2017 04 10,Gdynia, Chwarzno-Wiczlino,Niemena,RYNEK WTÓRNY,520000,76.13,7919.40102456325,4,BRAK MP,DOBRY,2015,3
2017 04 10,Sopot, Sopot,Sobieskiego,RYNEK WTÓRNY,700000,75.75,10331.3531353135,1,BRAK MP,BARDZO DOBRY,30,1
2017 04 10,Gdynia, Witomino,Graniczna,RYNEK WTÓRNY,245000,56.73,5506.5044949762,1,BRAK MP,PRZECIĘTNY,70-80,2
2017 04 10,Gdynia, Pogórze,Romanowskiego,RYNEK WTÓRNY,250000,66.65,4881.02025506377,4,BRAK MP,PRZECIĘTNY,80,2
2017 04 10,Gdynia, Karwiny,Porazińskiej,RYNEK WTÓRNY,285000,51.95,6709.52839268527,4,BRAK MP,PRZECIĘTNY,70-80,2
2017 04 10,Gdynia, Redłowo,Korczaka,RYNEK WTÓRNY,707000,129.35,6435.87166602242,6,BRAK MP,PRZECIĘTNY,70-80,2
2017 04 10,Gdynia, Wielki Kack,Myśliwska,RYNEK WTÓRNY,390000,84.21,5692.53057831611,5,BRAK MP,PRZECIĘTNY,40-50,1
2017 04 10,Gdynia, Wielki Kack,Zielona Laguna,RYNEK PIERWOTNY,509564.094492898,151.85,4300.58672698649,1,GARAŻ JEDNOSTANOWISKOWY,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 04 11,Sopot, Sopot,Obodrzyców,RYNEK WTÓRNY,850000,77.85,12001.0276172126,1,BRAK MP,BARDZO DOBRY,60-70,1
2017 10 30,Gdynia, Orłowo,Inżynierska,RYNEK WTÓRNY,365000,44.95,9409.56618464961,2,GARAŻ JEDNOSTANOWISKOWY,DOBRY,40-50,1
2017 04 11,Gdynia, Śródmieście z Portem,Żwirki I Wigury,RYNEK WTÓRNY,343000,51.75,7853.14009661836,5,BRAK MP,DOBRY,40-50,1
2017 04 11,Gdynia, Wielki Kack,Myśliwska,RYNEK WTÓRNY,429000,67.82,7449.95576526099,1,BRAK MP,DOBRY,40-50,1
2017 04 11,Gdynia, Pogórze,Unruga,RYNEK WTÓRNY,245000,66.65,4806.00150037509,3,BRAK MP,PRZECIĘTNY,80,2
2017 04 11,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,360000,63.85,6782.77212216132,1,BRAK MP,PRZECIĘTNY,70-80,2
2017 04 11,Gdynia, Wielki Kack,Górnicza,RYNEK WTÓRNY,255000,55.84,5760.60171919771,2,BRAK MP,PRZECIĘTNY,40-50,1
2018 07 03,Gdynia, Wzgórze Św. Maksymiliana,Dywizji Kościuszkowskiej,RYNEK WTÓRNY,245000,33.6,8746.42857142857,3,GARAŻ JEDNOSTANOWISKOWY,DOBRY,60-70,1
2017 04 12,Sopot, Sopot,Chmielewskiego,RYNEK WTÓRNY,1350000,102.75,14152.798053528,3,BRAK MP,WYSOKI,40-50,1
2017 04 12,Gdynia, Wzgórze Św. Maksymiliana,Gen. Hallera,RYNEK PIERWOTNY,708333.33,87.3,9165.78843069874,3,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 04 12,Gdynia, Dąbrowa,Rdestowa,RYNEK WTÓRNY,295000,53.15,6764.25211665099,2,BRAK MP,PRZECIĘTNY,2010,3
2017 04 12,Gdynia, Mały Kack,Strzelców,RYNEK PIERWOTNY,497346.43,77.24,7523.80152770585,4,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 03 30,Gdynia, Wzgórze Św. Maksymiliana,Krasickiego,RYNEK WTÓRNY,308000,41.75,8704.19161676647,11,BRAK MP,DOBRY,60-70,1
2017 04 12,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,550000,87.35,7348.36863194047,4,BRAK MP,DOBRY,40-50,1
2017 04 12,Gdynia, Mały Kack,Parkowa,RYNEK PIERWOTNY,786089.36,149.73,6196.97695852535,1,GARAŻ JEDNOSTANOWISKOWY,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 04 12,Gdynia, Redłowo,Boh. Starówki Warszawskiej,RYNEK WTÓRNY,285000,54.67,6415.51124931407,1,BRAK MP,PRZECIĘTNY,70-80,2
2017 04 12,Gdynia, Witomino,Niska,RYNEK WTÓRNY,430000,75.65,6774.88433575677,3,BRAK MP,PRZECIĘTNY,2010,3
2017 04 13,Gdynia, Pustki Cisowskie,Chabrowa,RYNEK PIERWOTNY,369087.96,66.32,6696.98371531966,2,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 04 18,Gdynia, Kamienna Góra,I Armii Wojska Polskiego,RYNEK PIERWOTNY,1222222.22,102.69,12916.2938942448,6,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 04 18,Gdynia, Witomino,Wielkokacka,RYNEK WTÓRNY,287000,63.35,5677.6637726914,1,BRAK MP,PRZECIĘTNY,70-80,2
2017 04 18,Gdynia, Oksywie,Płk. Dąbka,RYNEK WTÓRNY,254000,49.44,6382.52427184466,1,BRAK MP,PRZECIĘTNY,80,2
2018 07 25,Gdynia, Wzgórze Św. Maksymiliana,Krasickiego,RYNEK WTÓRNY,307000,41.85,8661.40979689367,11,BRAK MP,DOBRY,60-70,1
2017 04 19,Gdynia, Śródmieście z Portem,Abrahama,RYNEK WTÓRNY,470000,84.75,6605.30973451327,3,BRAK MP,PRZECIĘTNY,40-50,1
2017 04 19,Gdynia, Dąbrowa,Sojowa,RYNEK PIERWOTNY,313425.93,55.41,6853.52698068941,4,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 04 19,Gdynia, Mały Kack,Miła,RYNEK WTÓRNY,325000,51.55,7531.32880698351,1,GARAŻ JEDNOSTANOWISKOWY,DOBRY,2010-2015,3
2017 04 19,Sopot, Sopot,Sienkiewicza,RYNEK WTÓRNY,300000,44.15,8093.31823329558,11,BRAK MP,DOBRY,30,1
2017 04 20,Gdynia, Grabówek,Jacka Kaczmarskiego,RYNEK WTÓRNY,450000,78.45,6816.57106437221,1,BRAK MP,PRZECIĘTNY,2010,3
2018 01 05,Gdynia, Orłowo,Jodłowa,RYNEK WTÓRNY,620000,58.75,11727.6595744681,2,BRAK MP,BARDZO DOBRY,2010,3
2017 04 21,Gdynia, Działki Leśne,Wolności,RYNEK WTÓRNY,405000,85.51,5793.56800374225,2,BRAK MP,PRZECIĘTNY,50-60,1
2017 04 21,Gdynia, Karwiny,Staffa,RYNEK WTÓRNY,380000,80.55,5790.68901303538,4,BRAK MP,PRZECIĘTNY,70-80,2
2018 05 07,Gdynia, Wzgórze Św. Maksymiliana,Matejki,RYNEK WTÓRNY,230000,32.15,8638.25816485226,5,BRAK MP,DOBRY,60-70,1
2017 04 24,Gdynia, Grabówek,Komandorska,RYNEK WTÓRNY,515000,62.77,9355.04221761988,1,BRAK MP,DOBRY,60-70,1
2017 04 24,Gdynia, Grabówek,Beniowskiego,RYNEK WTÓRNY,360000,54.94,7753.03967965053,3,BRAK MP,DOBRY,60-70,1
2017 04 24,Gdynia, Obłuże,Unruga,RYNEK WTÓRNY,280000,63.25,5574.70355731225,5,BRAK MP,PRZECIĘTNY,80,2
2017 04 25,Gdynia, Działki Leśne,Śląska,RYNEK WTÓRNY,320000,52.37,7330.4563681497,6,BRAK MP,DOBRY,50-60,1
2017 04 25,Gdynia, Mały Kack,Strzelców,RYNEK PIERWOTNY,301269.44,52.37,6972.79816688944,2,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 04 25,Gdynia, Witomino,Widna,RYNEK WTÓRNY,236000,47.58,6222.44640605296,4,BRAK MP,PRZECIĘTNY,70-80,2
2017 04 25,Gdynia, Chylonia,Swarzewska,RYNEK WTÓRNY,180000,54.15,4530.37857802401,3,BRAK MP,NISKI,80,2
2017 04 26,Sopot, Sopot,Grunwaldzka,RYNEK WTÓRNY,480000,40.62,13158.4441161989,1,BRAK MP,BARDZO DOBRY,40-50,1
2017 04 26,Gdynia, Witomino,Graniczna,RYNEK WTÓRNY,150000,52.85,4054.49385052034,2,BRAK MP,NISKI,70-80,2
2017 04 26,Sopot, Sopot,Niepodległości Al.,RYNEK WTÓRNY,379000,41.73,10409.3937215433,11,BRAK MP,BARDZO DOBRY,60-70,1
2017 04 26,Sopot, Sopot,Malczewskiego,RYNEK WTÓRNY,450000,52.35,9816.23686723973,1,BRAK MP,BARDZO DOBRY,40-50,1
2017 04 26,Gdynia, Witomino,Morskiego Pułku Strzelców,RYNEK WTÓRNY,295000,63.35,5803.94632991318,5,BRAK MP,PRZECIĘTNY,70-80,2
2018 05 24,Gdynia, Wzgórze Św. Maksymiliana,Chopina,RYNEK WTÓRNY,305000,41.74,8634.21178725443,9,BRAK MP,DOBRY,60-70,1
2017 04 26,Gdynia, Pogórze,Ppłk Pruszkowskiego,RYNEK WTÓRNY,245000,56.85,5496.56992084433,8,BRAK MP,PRZECIĘTNY,80,2
2017 04 27,Sopot, Sopot,Sobieskiego,RYNEK WTÓRNY,1325000,103.55,13808.2085948817,2,BRAK MP,BARDZO DOBRY,30,1
2017 04 27,Sopot, Sopot,Władysława IV,RYNEK WTÓRNY,1216787,95.45,13778.3865898376,1,BRAK MP,BARDZO DOBRY,30,1
2017 04 27,Gdynia, Oksywie,Australijska,RYNEK PIERWOTNY,282538.601851852,54.28,6410.5121932913,1,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 04 27,Gdynia, Chwarzno-Wiczlino,Danusi,RYNEK PIERWOTNY,284259.26,65.81,5453.68880109406,1,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 04 27,Gdynia, Karwiny,Porazińskiej,RYNEK WTÓRNY,287000,66.85,5422.28870605834,5,BRAK MP,PRZECIĘTNY,70-80,2
2017 04 27,Sopot, Sopot,Pułaskiego,RYNEK WTÓRNY,510000,53.75,10697.6744186047,2,BRAK MP,BARDZO DOBRY,30,1
2017 04 27,Gdynia, Działki Leśne,Śląska,RYNEK WTÓRNY,200000,48.15,5410.59190031153,4,BRAK MP,PRZECIĘTNY,50-60,1
2017 04 27,Gdynia, Wielki Kack,Nowodworcowa,RYNEK WTÓRNY,330000,65.25,6194.63601532567,3,BRAK MP,PRZECIĘTNY,40-50,1
2018 08 20,Gdynia, Wzgórze Św. Maksymiliana,Orzeszkowej,RYNEK WTÓRNY,305000,41.75,8632.33532934132,4,BRAK MP,DOBRY,60-70,1
2017 04 28,Sopot, Sopot,Pułaskiego,RYNEK WTÓRNY,1035000,102.67,11095.1202883023,2,BRAK MP,BARDZO DOBRY,30,1
2017 04 28,Gdynia, Chwarzno-Wiczlino,Staniszewskiego,RYNEK WTÓRNY,550000,69.25,9059.92779783393,4,BRAK MP,DOBRY,2015,3
2017 04 28,Gdynia, Chwarzno-Wiczlino,Staniszewskiego,RYNEK WTÓRNY,535000,74.15,8311.8004045853,4,BRAK MP,DOBRY,2015,3
2017 04 28,Gdynia, Dąbrowa,Sojowa,RYNEK WTÓRNY,485000,85.65,6719.43957968476,2,BRAK MP,PRZECIĘTNY,40-50,1
2018 04 20,Gdynia, Wzgórze Św. Maksymiliana,Bp. Dominika,RYNEK WTÓRNY,379000,51.25,8624.39024390244,2,BRAK MP,DOBRY,60-70,1
2017 04 28,Sopot, Sopot,Kazimierza Wielkiego,RYNEK WTÓRNY,750000,91.21,9263.98421225743,1,BRAK MP,DOBRY,40-50,1
2017 04 28,Sopot, Sopot,Świemirowska,RYNEK WTÓRNY,510000,66.15,8842.32804232804,4,BRAK MP,DOBRY,2010,3
2017 04 28,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,470000,66.25,8226.41509433962,4,BRAK MP,DOBRY,40-50,1
2017 04 21,Gdynia, Wzgórze Św. Maksymiliana,Bp. Dominika,RYNEK WTÓRNY,350000,47.7,8598.74213836478,3,BRAK MP,DOBRY,60-70,1
2017 11 22,Gdynia, Wzgórze Św. Maksymiliana,Chopina,RYNEK WTÓRNY,305000,42.01,8583.86098547965,9,BRAK MP,DOBRY,60-70,1
2017 04 28,Gdynia, Pogórze,Manganowa,RYNEK WTÓRNY,359000,76.75,5764.16938110749,4,BRAK MP,PRZECIĘTNY,80,2
